,name,address,sido,gugon
512,어방,경남 김해시 어방동 523-2,경남,김해시
513,외동,경남 김해시 외동 1187-12,경남,김해시
514,율하(김해),경남 김해시 관동동 1106-5,경남,김해시
515,장유1호,경남 김해시 내덕동 220-1 101호,경남,김해시
516,주촌,경남 김해시 주촌면 천곡리 1381-14,경남,김해시
517,지내안동,경남 김해시 지내동 67-1,경남,김해시
518,진영,경남 김해시 진영읍 진영리 1629-2,경남,김해시
519,남해,경남 남해군 남해읍 서변리 160-11,경남,남해군
520,내일동,경남 밀양시 내이동 1566-6,경남,밀양시
521,삼문상남,경남 밀양시 삼문동 717-11,경남,밀양시
522,동금,경남 사천시 동금동 58-4,경남,사천시
523,벌용,경남 사천시 벌리동 255-9,경남,사천시
524,사남,경남 사천시 사남면 월성리 64-3,경남,사천시
525,사천,경남 사천시 사천읍 수석리 293-23,경남,사천시
526,산청,경남 산청군 산청읍 옥산리 249,경남,산청군
527,덕계,경남 양산시 덕계동 750,경남,양산시
528,물금,경남 양산시 물금읍 범어리 2682-10,경남,양산시
529,삼성,경남 양산시 북정동 885-12,경남,양산시
530,상북,경남 양산시 상북면 석계리 242-1,경남,양산시
531,서창1호,경남 양산시 삼호동 707-2,경남,양산시
532,석산,경남 양산시 동면 금산리 1422-14,경남,양산시
533,중앙(양산),경남 양산시 중부동 684-6,경남,양산시
534,증산(양산),경남 양산시 물금읍 가촌리 1269-3,경남,양산시
535,통도사,경남 양산시 하북면 순지리 814-5,경남,양산시
536,의령,경남 의령군 의령읍 서동리 497-9,경남,의령군
537,가호,경남 진주시 가좌동 1431-2,경남,진주시
538,금산(진주),경남 진주시 금산면 장사리 1022-1,경남,진주시
539,상대,경남 진주시 상대동 238-3,경남,진주시
540,상봉중앙,경남 진주시 중안동 2-11,경남,진주시
541,상평,경남 진주시 상평동 198-43,경남,진주시
542,신안평거,경남 진주시 신안동 439-7,경남,진주시
543,이현인사,경남 진주시 인사동 145-5,경남,진주시
544,초장,경남 진주시 초전동 1704-7,경남,진주시
545,칠암망경,경남 진주시 칠암동 491-47,경남,진주시
546,판문평거,경남 진주시 평거동 733-1번지,경남,진주시
547,하대초전,경남 진주시 하대동 306-38,경남,진주시
548,혁신(경남 진주),경남 진주시 충무공동 38-1 뽀빠이프라자 1층 113호,경남,진주시
549,남지,경남 창녕군 남지읍 남지리 994-7,경남,창녕군
550,창녕,경남 창녕군 창녕읍 송현리 238-1,경남,창녕군
551,문화중앙,경남 창원시 마산합포구 중앙동2가 5-42번지,경남,창원시
552,월영,경남 창원시 마산합포구 해운동 42-11,경남,창원시
553,자산교방,경남 창원시 마산합포구 자산동 301-19,경남,창원시
554,진동,경남 창원시 마산합포구 진동면 진동리 436,경남,창원시
555,창동산호,경남 창원시 마산합포구 산호동 338-35,경남,창원시
556,내서삼계,경남 창원시 마산회원구 삼계리 35-14,경남,창원시
557,석전회성,경남 창원시 마산회원구 석전동 264-56,경남,창원시
558,양덕(창원),경남 창원시 마산회원구 양덕2동 73-35,경남,창원시
559,호계,경남 창원시 마산회원구 내서읍 호계리 289-45,경남,창원시
560,회원,경남 창원시 마산회원구 회원2동 669-4,경남,창원시
561,남양,경남 창원시 성산구 가음동 7-2 더원빌딩 104호,경남,창원시
562,대방,경남 창원시 성산구 성주동 100,경남,창원시
563,반송(창원),경남 창원시 성산구 반지동 55-18,경남,창원시
564,사파,경남 창원시 성산구 사파동 113-16,경남,창원시
565,중앙(창원 성산),경남 창원시 성산구 중앙동 100-1,경남,창원시
566,감계,경남 창원시 의창구 북면 감계리 246-4,경남,창원시
567,도계명서,경남 창원시 의창구 도계동 396-9,경남,창원시
568,동읍,경남 창원시 의창구 동읍 용잠리 371-2,경남,창원시
569,봉곡사림,경남 창원시 의창구 봉곡동 132-18,경남,창원시
570,용지호수,경남 창원시 의창구 용호동 73-50,경남,창원시
571,중동소답,경남 창원시 의창구 서상동 666-6,경남,창원시
572,팔용,경남 창원시 의창구 팔용동 183-10,경남,창원시
573,석동덕산,경남 창원시 진해구 석동 139-6,경남,창원시
574,웅동용원,경남 창원시 진해구 용원동 1214-11,경남,창원시
575,중앙(진해),경남 창원시 진해구 여좌동 925-40,경남,창원시
576,태평,경남 창원시 진해구 수송동 12-11,경남,창원시
577,풍호,경남 창원시 진해구 풍호동 305-17,경남,창원시
578,미수봉평,경남 통영시 미수동 22-1번지 운하상가 115호,경남,통영시
579,북신무전,경남 통영시 무전동 1033-2,경남,통영시
580,죽림,경남 통영시 광도면 죽림리 1574-57 가동 103호,경남,통영시
581,함안,경남 함안군 가야읍 말산리 58-27,경남,함안군
582,함양,경남 함양군 함양읍 용평리 773-1,경남,함양군
583,합천,경남 합천군 합천읍 합천리 320-3,경남,합천군
584,대정,제주 서귀포시 대정읍 하모리 1048-4,제주,서귀포시
585,서귀포1호,제주 서귀포시 동흥동 117-6,제주,서귀포시
586,서귀포명동,제주 서귀포시 서귀동 408-3,제주,서귀포시
587,서귀포혁신도시,제주 서귀포시 강정동 166-10,제주,서귀포시
588,성산일출봉,제주 서귀포시 성산읍 성산리 362-1,제주,서귀포시
589,중문,제주 서귀포시 중문동 1965-9,제주,서귀포시
590,표선,제주 서귀포시 표선리 633-3,제주,서귀포시
591,건입,제주 제주시 일도2동 160-9,제주,제주시
592,노형,제주 제주시 노형동 1055-1,제주,제주시
593,도두해안도로,제주 제주시 도두1동 2625-4,제주,제주시
594,삼양화북,제주 제주시 화북1동 1023-2,제주,제주시
595,아라이도,제주 제주시 이도2동 1970-24,제주,제주시
596,외도하귀,제주 제주시 애월읍 하귀1리 167,제주,제주시
597,용담삼도,제주 제주시 용담2동 624-10 1층,제주,제주시
598,이도일도,제주 제주시 이도이동 1179-18,제주,제주시
599,제주1호,제주 제주시  연동 272-30,제주,제주시
600,탑동(제주),제주 제주시 삼도이동 1192-22,제주,제주시
601,한림협재,제주 제주시 한림읍 한림리 1582-8,제주,제주시
602,함덕,제주 제주시 조천읍 함덕리 1004-41,제주,제주시
